phase,method,dataset,N,d,centers,std,noise_frac,seed,backend,n_splits,splitA_pos,splitA_size,chunksize,knn_eff,fit_time,ext_time,total_time,n_obs,ari,ami
baseline,minibatch_joblib,blobs,50000,10,5,2.0,0.0,42,na,-1,-1,-1,2000,-1,0.10203957557678223,0.0,0.10203957557678223,-1,0.7195597487365154,0.8650592694724638
baseline,kmeans_seq,blobs,50000,10,5,2.0,0.0,42,na,-1,-1,-1,2000,-1,0.021808385848999023,0.0,0.021808385848999023,-1,0.9994502085694134,0.9988499459813086
baseline,minibatch_dask,blobs,50000,10,5,2.0,0.0,42,na,-1,-1,-1,2000,-1,0.09514594078063965,0.0,0.09514594078063965,-1,0.7195597487365154,0.8650592694724638
baseline,kmeans_seq,blobs,50000,10,5,2.0,0.0,42,na,-1,-1,-1,2000,-1,0.02161264419555664,0.0,0.02161264419555664,-1,0.9994502085694134,0.9988499459813086
baseline,minibatch_seq,blobs,50000,10,5,2.0,0.0,42,na,-1,-1,-1,2000,-1,0.020669221878051758,0.0,0.020669221878051758,-1,0.9994002120735889,0.9987230537800077
baseline,minibatch_seq,blobs,50000,10,5,2.0,0.0,42,na,-1,-1,-1,2000,-1,0.02089667320251465,0.0,0.02089667320251465,-1,0.9994002120735889,0.9987230537800077
baseline,minibatch_joblib,blobs,50000,10,5,2.0,0.0,42,na,-1,-1,-1,2000,-1,0.10430574417114258,0.0,0.10430574417114258,-1,0.7195597487365154,0.8650592694724638
baseline,minibatch_joblib,blobs,50000,10,5,2.0,0.0,42,na,-1,-1,-1,2000,-1,0.10454702377319336,0.0,0.10454702377319336,-1,0.7195597487365154,0.8650592694724638
baseline,minibatch_dask,blobs,50000,10,5,2.0,0.0,42,na,-1,-1,-1,2000,-1,0.09313726425170898,0.0,0.09313726425170898,-1,0.7195597487365154,0.8650592694724638
baseline,minibatch_dask,blobs,50000,10,5,2.0,0.0,42,na,-1,-1,-1,2000,-1,0.09469103813171387,0.0,0.09469103813171387,-1,0.7195597487365154,0.8650592694724638
baseline,kmeans_seq,blobs,50000,10,5,2.0,0.0,42,na,-1,-1,-1,2000,-1,0.021747112274169922,0.0,0.021747112274169922,-1,0.9994502085694134,0.9988499459813086
baseline,minibatch_seq,blobs,50000,10,5,2.0,0.0,42,na,-1,-1,-1,2000,-1,0.02054619789123535,0.0,0.02054619789123535,-1,0.9994002120735889,0.9987230537800077
baseline,minibatch_joblib,blobs,50000,10,5,2.0,0.0,42,na,-1,-1,-1,2000,-1,0.10567784309387207,0.0,0.10567784309387207,-1,0.7195597487365154,0.8650592694724638
baseline,minibatch_dask,blobs,50000,10,5,2.0,0.0,42,na,-1,-1,-1,2000,-1,0.09597158432006836,0.0,0.09597158432006836,-1,0.7195597487365154,0.8650592694724638
baseline,kmeans_seq,blobs,50000,10,5,2.0,0.0,42,na,-1,-1,-1,2000,-1,0.02122020721435547,0.0,0.02122020721435547,-1,0.9994502085694134,0.9988499459813086
baseline,minibatch_seq,blobs,50000,10,5,2.0,0.0,42,na,-1,-1,-1,2000,-1,0.020689964294433594,0.0,0.020689964294433594,-1,0.9994002120735889,0.9987230537800077
baseline,minibatch_joblib,blobs,50000,10,5,2.0,0.0,42,na,-1,-1,-1,2000,-1,0.10490608215332031,0.0,0.10490608215332031,-1,0.7195597487365154,0.8650592694724638
baseline,minibatch_dask,blobs,50000,10,5,2.0,0.0,42,na,-1,-1,-1,2000,-1,0.09305500984191895,0.0,0.09305500984191895,-1,0.7195597487365154,0.8650592694724638
experiment,parallel_sdoclust,blobs,50000,10,5,2.0,0.0,42,seq,2,0,25000,2000,5,0.2814748287200928,0.22341322898864746,0.5048880577087402,262,0.999949998499875,0.999873106560158
experiment,parallel_sdoclust,blobs,50000,10,5,2.0,0.0,42,seq,2,0,25000,2000,5,0.2801332473754883,0.2227308750152588,0.5028641223907471,262,0.999949998499875,0.999873106560158
experiment,parallel_sdoclust,blobs,50000,10,5,2.0,0.0,42,seq,2,0,25000,2000,5,0.2841150760650635,0.22343230247497559,0.5075473785400391,262,0.999949998499875,0.999873106560158
experiment,parallel_sdoclust,blobs,50000,10,5,2.0,0.0,42,seq,2,0,25000,2000,5,0.2832612991333008,0.22241878509521484,0.5056800842285156,262,0.999949998499875,0.999873106560158
experiment,parallel_sdoclust,blobs,50000,10,5,2.0,0.0,42,seq,2,0,25000,2000,5,0.2837667465209961,0.2240428924560547,0.5078096389770508,262,0.999949998499875,0.999873106560158
experiment,parallel_sdoclust,blobs,50000,10,5,2.0,0.0,42,seq,2,0,25000,2000,5,0.28293824195861816,0.2227027416229248,0.505640983581543,262,0.999949998499875,0.999873106560158
experiment,parallel_sdoclust,blobs,50000,10,5,2.0,0.0,42,seq,2,0,25000,2000,5,0.2845449447631836,0.2243053913116455,0.5088503360748291,262,0.999949998499875,0.999873106560158
experiment,parallel_sdoclust,blobs,50000,10,5,2.0,0.0,42,seq,2,0,25000,2000,5,0.2834134101867676,0.2238600254058838,0.5072734355926514,262,0.999949998499875,0.999873106560158
experiment,parallel_sdoclust,blobs,50000,10,5,2.0,0.0,42,seq,4,0,12500,2000,5,0.14029240608215332,0.21361684799194336,0.3539092540740967,260,0.9998000090034004,0.9995333866827281
experiment,parallel_sdoclust,blobs,50000,10,5,2.0,0.0,42,seq,4,0,12500,2000,5,0.14042258262634277,0.21230459213256836,0.35272717475891113,260,0.9998000090034004,0.9995333866827281
experiment,parallel_sdoclust,blobs,50000,10,5,2.0,0.0,42,seq,4,0,12500,2000,5,0.1416914463043213,0.21334505081176758,0.35503649711608887,260,0.9998000090034004,0.9995333866827281
experiment,parallel_sdoclust,blobs,50000,10,5,2.0,0.0,42,seq,4,0,12500,2000,5,0.14169812202453613,0.2122657299041748,0.35396385192871094,260,0.9998000090034004,0.9995333866827281
experiment,parallel_sdoclust,blobs,50000,10,5,2.0,0.0,42,seq,4,0,12500,2000,5,0.14113306999206543,0.2136852741241455,0.35481834411621094,260,0.9998000090034004,0.9995333866827281
experiment,parallel_sdoclust,blobs,50000,10,5,2.0,0.0,42,seq,4,0,12500,2000,5,0.14081716537475586,0.2122039794921875,0.35302114486694336,260,0.9998000090034004,0.9995333866827281
experiment,parallel_sdoclust,blobs,50000,10,5,2.0,0.0,42,seq,4,0,12500,2000,5,0.14168572425842285,0.21380162239074707,0.3554873466491699,260,0.9998000090034004,0.9995333866827281
experiment,parallel_sdoclust,blobs,50000,10,5,2.0,0.0,42,seq,4,0,12500,2000,5,0.14223527908325195,0.21396946907043457,0.3562047481536865,260,0.9998000090034004,0.9995333866827281
experiment,parallel_sdoclust,blobs,50000,10,5,2.0,0.0,42,seq,8,0,6250,2000,5,0.07057690620422363,0.20982575416564941,0.28040266036987305,255,0.9998999969999001,0.9997462131201583
experiment,parallel_sdoclust,blobs,50000,10,5,2.0,0.0,42,seq,8,0,6250,2000,5,0.07096171379089355,0.20850110054016113,0.2794628143310547,255,0.9998999969999001,0.9997462131201583
experiment,parallel_sdoclust,blobs,50000,10,5,2.0,0.0,42,seq,8,0,6250,2000,5,0.07068181037902832,0.21049809455871582,0.28117990493774414,255,0.9998999969999001,0.9997462131201583
experiment,parallel_sdoclust,blobs,50000,10,5,2.0,0.0,42,seq,8,0,6250,2000,5,0.07044506072998047,0.20970773696899414,0.2801527976989746,255,0.9998999969999001,0.9997462131201583
experiment,parallel_sdoclust,blobs,50000,10,5,2.0,0.0,42,seq,8,0,6250,2000,5,0.07091593742370605,0.21068358421325684,0.2815995216369629,255,0.9998999969999001,0.9997462131201583
experiment,parallel_sdoclust,blobs,50000,10,5,2.0,0.0,42,seq,8,0,6250,2000,5,0.06995677947998047,0.21052217483520508,0.28047895431518555,255,0.9998999969999001,0.9997462131201583
experiment,parallel_sdoclust,blobs,50000,10,5,2.0,0.0,42,seq,8,0,6250,2000,5,0.0715031623840332,0.21114397048950195,0.28264713287353516,255,0.9998999969999001,0.9997462131201583
experiment,parallel_sdoclust,blobs,50000,10,5,2.0,0.0,42,seq,8,0,6250,2000,5,0.07058429718017578,0.21191096305847168,0.28249526023864746,255,0.9998999969999001,0.9997462131201583
experiment,parallel_sdoclust,blobs,50000,10,5,2.0,0.0,42,seq,16,0,3125,2000,5,0.040697336196899414,0.20422601699829102,0.24492335319519043,240,0.9996000930223992,0.9991184671430389
experiment,parallel_sdoclust,blobs,50000,10,5,2.0,0.0,42,seq,16,0,3125,2000,5,0.04053163528442383,0.20466089248657227,0.2451925277709961,240,0.9996000930223992,0.9991184671430389
experiment,parallel_sdoclust,blobs,50000,10,5,2.0,0.0,42,seq,16,0,3125,2000,5,0.040323495864868164,0.20633602142333984,0.246659517288208,240,0.9996000930223992,0.9991184671430389
experiment,parallel_sdoclust,blobs,50000,10,5,2.0,0.0,42,seq,16,0,3125,2000,5,0.041131019592285156,0.20358562469482422,0.24471664428710938,240,0.9996000930223992,0.9991184671430389
experiment,parallel_sdoclust,blobs,50000,10,5,2.0,0.0,42,seq,16,0,3125,2000,5,0.040204524993896484,0.20406842231750488,0.24427294731140137,240,0.9996000930223992,0.9991184671430389
experiment,parallel_sdoclust,blobs,50000,10,5,2.0,0.0,42,seq,16,0,3125,2000,5,0.04120445251464844,0.20581412315368652,0.24701857566833496,240,0.9996000930223992,0.9991184671430389
experiment,parallel_sdoclust,blobs,50000,10,5,2.0,0.0,42,seq,16,0,3125,2000,5,0.041698455810546875,0.2048046588897705,0.24650311470031738,240,0.9996000930223992,0.9991184671430389
experiment,parallel_sdoclust,blobs,50000,10,5,2.0,0.0,42,seq,16,0,3125,2000,5,0.041022539138793945,0.20697784423828125,0.2480003833770752,240,0.9996000930223992,0.9991184671430389
experiment,parallel_sdoclust,blobs,50000,10,5,2.0,0.0,42,joblib,2,0,25000,2000,5,0.2837717533111572,0.2348337173461914,0.5186054706573486,262,0.999949998499875,0.999873106560158
experiment,parallel_sdoclust,blobs,50000,10,5,2.0,0.0,42,joblib,2,0,25000,2000,5,0.28217148780822754,0.23539066314697266,0.5175621509552002,262,0.999949998499875,0.999873106560158
experiment,parallel_sdoclust,blobs,50000,10,5,2.0,0.0,42,joblib,2,0,25000,2000,5,0.281205415725708,0.23446154594421387,0.5156669616699219,262,0.999949998499875,0.999873106560158
experiment,parallel_sdoclust,blobs,50000,10,5,2.0,0.0,42,joblib,2,0,25000,2000,5,0.282850980758667,0.2341783046722412,0.5170292854309082,262,0.999949998499875,0.999873106560158
experiment,parallel_sdoclust,blobs,50000,10,5,2.0,0.0,42,joblib,2,0,25000,2000,5,0.2858140468597412,0.23400211334228516,0.5198161602020264,262,0.999949998499875,0.999873106560158
experiment,parallel_sdoclust,blobs,50000,10,5,2.0,0.0,42,joblib,2,0,25000,2000,5,0.2842261791229248,0.2334003448486328,0.5176265239715576,262,0.999949998499875,0.999873106560158
experiment,parallel_sdoclust,blobs,50000,10,5,2.0,0.0,42,joblib,2,0,25000,2000,5,0.283128023147583,0.23483991622924805,0.517967939376831,262,0.999949998499875,0.999873106560158
experiment,parallel_sdoclust,blobs,50000,10,5,2.0,0.0,42,joblib,2,0,25000,2000,5,0.2836461067199707,0.23453140258789062,0.5181775093078613,262,0.999949998499875,0.999873106560158
experiment,parallel_sdoclust,blobs,50000,10,5,2.0,0.0,42,joblib,4,0,12500,2000,5,0.1409766674041748,0.19906139373779297,0.3400380611419678,260,0.9998000090034004,0.9995333866827281
experiment,parallel_sdoclust,blobs,50000,10,5,2.0,0.0,42,joblib,4,0,12500,2000,5,0.1414790153503418,0.19825148582458496,0.33973050117492676,260,0.9998000090034004,0.9995333866827281
experiment,parallel_sdoclust,blobs,50000,10,5,2.0,0.0,42,joblib,4,0,12500,2000,5,0.14244627952575684,0.19836807250976562,0.34081435203552246,260,0.9998000090034004,0.9995333866827281
experiment,parallel_sdoclust,blobs,50000,10,5,2.0,0.0,42,joblib,4,0,12500,2000,5,0.14150428771972656,0.19902420043945312,0.3405284881591797,260,0.9998000090034004,0.9995333866827281
experiment,parallel_sdoclust,blobs,50000,10,5,2.0,0.0,42,joblib,4,0,12500,2000,5,0.14256978034973145,0.19895625114440918,0.3415260314941406,260,0.9998000090034004,0.9995333866827281
experiment,parallel_sdoclust,blobs,50000,10,5,2.0,0.0,42,joblib,4,0,12500,2000,5,0.14108777046203613,0.19780850410461426,0.3388962745666504,260,0.9998000090034004,0.9995333866827281
experiment,parallel_sdoclust,blobs,50000,10,5,2.0,0.0,42,joblib,4,0,12500,2000,5,0.1439521312713623,0.198014497756958,0.3419666290283203,260,0.9998000090034004,0.9995333866827281
experiment,parallel_sdoclust,blobs,50000,10,5,2.0,0.0,42,joblib,4,0,12500,2000,5,0.14207077026367188,0.19916510581970215,0.341235876083374,260,0.9998000090034004,0.9995333866827281
experiment,parallel_sdoclust,blobs,50000,10,5,2.0,0.0,42,joblib,8,0,6250,2000,5,0.0701444149017334,0.18070697784423828,0.2508513927459717,255,0.9998999969999001,0.9997462131201583
experiment,parallel_sdoclust,blobs,50000,10,5,2.0,0.0,42,joblib,8,0,6250,2000,5,0.06951212882995605,0.18091273307800293,0.250424861907959,255,0.9998999969999001,0.9997462131201583
experiment,parallel_sdoclust,blobs,50000,10,5,2.0,0.0,42,joblib,8,0,6250,2000,5,0.07041692733764648,0.18082761764526367,0.25124454498291016,255,0.9998999969999001,0.9997462131201583
experiment,parallel_sdoclust,blobs,50000,10,5,2.0,0.0,42,joblib,8,0,6250,2000,5,0.06985783576965332,0.18367695808410645,0.25353479385375977,255,0.9998999969999001,0.9997462131201583
experiment,parallel_sdoclust,blobs,50000,10,5,2.0,0.0,42,joblib,8,0,6250,2000,5,0.06959271430969238,0.18178820610046387,0.25138092041015625,255,0.9998999969999001,0.9997462131201583
experiment,parallel_sdoclust,blobs,50000,10,5,2.0,0.0,42,joblib,8,0,6250,2000,5,0.06891441345214844,0.18404293060302734,0.2529573440551758,255,0.9998999969999001,0.9997462131201583
experiment,parallel_sdoclust,blobs,50000,10,5,2.0,0.0,42,joblib,8,0,6250,2000,5,0.06938338279724121,0.18131351470947266,0.25069689750671387,255,0.9998999969999001,0.9997462131201583
experiment,parallel_sdoclust,blobs,50000,10,5,2.0,0.0,42,joblib,8,0,6250,2000,5,0.07010674476623535,0.18777012825012207,0.2578768730163574,255,0.9998999969999001,0.9997462131201583
experiment,parallel_sdoclust,blobs,50000,10,5,2.0,0.0,42,joblib,16,0,3125,2000,5,0.04120612144470215,0.17022418975830078,0.21143031120300293,240,0.9996000930223992,0.9991184671430389
experiment,parallel_sdoclust,blobs,50000,10,5,2.0,0.0,42,joblib,16,0,3125,2000,5,0.04069066047668457,0.1771237850189209,0.21781444549560547,240,0.9996000930223992,0.9991184671430389
experiment,parallel_sdoclust,blobs,50000,10,5,2.0,0.0,42,joblib,16,0,3125,2000,5,0.040410518646240234,0.17067861557006836,0.2110891342163086,240,0.9996000930223992,0.9991184671430389
experiment,parallel_sdoclust,blobs,50000,10,5,2.0,0.0,42,joblib,16,0,3125,2000,5,0.040373802185058594,0.17155027389526367,0.21192407608032227,240,0.9996000930223992,0.9991184671430389
experiment,parallel_sdoclust,blobs,50000,10,5,2.0,0.0,42,joblib,16,0,3125,2000,5,0.040929317474365234,0.16976571083068848,0.2106950283050537,240,0.9996000930223992,0.9991184671430389
experiment,parallel_sdoclust,blobs,50000,10,5,2.0,0.0,42,joblib,16,0,3125,2000,5,0.04049539566040039,0.1701657772064209,0.2106611728668213,240,0.9996000930223992,0.9991184671430389
experiment,parallel_sdoclust,blobs,50000,10,5,2.0,0.0,42,joblib,16,0,3125,2000,5,0.04168868064880371,0.16768336296081543,0.20937204360961914,240,0.9996000930223992,0.9991184671430389
experiment,parallel_sdoclust,blobs,50000,10,5,2.0,0.0,42,joblib,16,0,3125,2000,5,0.040880441665649414,0.1780846118927002,0.2189650535583496,240,0.9996000930223992,0.9991184671430389
experiment,parallel_sdoclust,blobs,50000,10,5,2.0,0.0,42,dask,2,0,25000,2000,5,0.2831430435180664,0.22411799430847168,0.5072610378265381,262,0.999949998499875,0.999873106560158
experiment,parallel_sdoclust,blobs,50000,10,5,2.0,0.0,42,dask,2,0,25000,2000,5,0.2841207981109619,0.22373080253601074,0.5078516006469727,262,0.999949998499875,0.999873106560158
experiment,parallel_sdoclust,blobs,50000,10,5,2.0,0.0,42,dask,2,0,25000,2000,5,0.28256678581237793,0.22527790069580078,0.5078446865081787,262,0.999949998499875,0.999873106560158
experiment,parallel_sdoclust,blobs,50000,10,5,2.0,0.0,42,dask,2,0,25000,2000,5,0.28410816192626953,0.22395658493041992,0.5080647468566895,262,0.999949998499875,0.999873106560158
experiment,parallel_sdoclust,blobs,50000,10,5,2.0,0.0,42,dask,2,0,25000,2000,5,0.28261804580688477,0.22531676292419434,0.5079348087310791,262,0.999949998499875,0.999873106560158
experiment,parallel_sdoclust,blobs,50000,10,5,2.0,0.0,42,dask,2,0,25000,2000,5,0.2828705310821533,0.2223525047302246,0.5052230358123779,262,0.999949998499875,0.999873106560158
experiment,parallel_sdoclust,blobs,50000,10,5,2.0,0.0,42,dask,2,0,25000,2000,5,0.284076452255249,0.22542738914489746,0.5095038414001465,262,0.999949998499875,0.999873106560158
experiment,parallel_sdoclust,blobs,50000,10,5,2.0,0.0,42,dask,2,0,25000,2000,5,0.2850830554962158,0.22515273094177246,0.5102357864379883,262,0.999949998499875,0.999873106560158
experiment,parallel_sdoclust,blobs,50000,10,5,2.0,0.0,42,dask,4,0,12500,2000,5,0.13880491256713867,0.17807245254516602,0.3168773651123047,260,0.9998000090034004,0.9995333866827281
experiment,parallel_sdoclust,blobs,50000,10,5,2.0,0.0,42,dask,4,0,12500,2000,5,0.14033794403076172,0.1769876480102539,0.3173255920410156,260,0.9998000090034004,0.9995333866827281
experiment,parallel_sdoclust,blobs,50000,10,5,2.0,0.0,42,dask,4,0,12500,2000,5,0.1412973403930664,0.17653560638427734,0.31783294677734375,260,0.9998000090034004,0.9995333866827281
experiment,parallel_sdoclust,blobs,50000,10,5,2.0,0.0,42,dask,4,0,12500,2000,5,0.14003777503967285,0.17592859268188477,0.3159663677215576,260,0.9998000090034004,0.9995333866827281
experiment,parallel_sdoclust,blobs,50000,10,5,2.0,0.0,42,dask,4,0,12500,2000,5,0.14018917083740234,0.17554235458374023,0.3157315254211426,260,0.9998000090034004,0.9995333866827281
experiment,parallel_sdoclust,blobs,50000,10,5,2.0,0.0,42,dask,4,0,12500,2000,5,0.1411433219909668,0.17367172241210938,0.31481504440307617,260,0.9998000090034004,0.9995333866827281
experiment,parallel_sdoclust,blobs,50000,10,5,2.0,0.0,42,dask,4,0,12500,2000,5,0.14120078086853027,0.17432856559753418,0.31552934646606445,260,0.9998000090034004,0.9995333866827281
experiment,parallel_sdoclust,blobs,50000,10,5,2.0,0.0,42,dask,4,0,12500,2000,5,0.142991304397583,0.17684268951416016,0.31983399391174316,260,0.9998000090034004,0.9995333866827281
experiment,parallel_sdoclust,blobs,50000,10,5,2.0,0.0,42,dask,8,0,6250,2000,5,0.06920528411865234,0.16704988479614258,0.23625516891479492,255,0.9998999969999001,0.9997462131201583
experiment,parallel_sdoclust,blobs,50000,10,5,2.0,0.0,42,dask,8,0,6250,2000,5,0.06908631324768066,0.16849470138549805,0.2375810146331787,255,0.9998999969999001,0.9997462131201583
experiment,parallel_sdoclust,blobs,50000,10,5,2.0,0.0,42,dask,8,0,6250,2000,5,0.0702369213104248,0.1688840389251709,0.2391209602355957,255,0.9998999969999001,0.9997462131201583
experiment,parallel_sdoclust,blobs,50000,10,5,2.0,0.0,42,dask,8,0,6250,2000,5,0.06942129135131836,0.16756296157836914,0.2369842529296875,255,0.9998999969999001,0.9997462131201583
experiment,parallel_sdoclust,blobs,50000,10,5,2.0,0.0,42,dask,8,0,6250,2000,5,0.06933355331420898,0.16916847229003906,0.23850202560424805,255,0.9998999969999001,0.9997462131201583
experiment,parallel_sdoclust,blobs,50000,10,5,2.0,0.0,42,dask,8,0,6250,2000,5,0.06885576248168945,0.16799092292785645,0.2368466854095459,255,0.9998999969999001,0.9997462131201583
experiment,parallel_sdoclust,blobs,50000,10,5,2.0,0.0,42,dask,8,0,6250,2000,5,0.07019376754760742,0.16928911209106445,0.23948287963867188,255,0.9998999969999001,0.9997462131201583
experiment,parallel_sdoclust,blobs,50000,10,5,2.0,0.0,42,dask,8,0,6250,2000,5,0.06956911087036133,0.16735410690307617,0.2369232177734375,255,0.9998999969999001,0.9997462131201583
experiment,parallel_sdoclust,blobs,50000,10,5,2.0,0.0,42,dask,16,0,3125,2000,5,0.040596961975097656,0.16389203071594238,0.20448899269104004,240,0.9996000930223992,0.9991184671430389
experiment,parallel_sdoclust,blobs,50000,10,5,2.0,0.0,42,dask,16,0,3125,2000,5,0.04097175598144531,0.16203737258911133,0.20300912857055664,240,0.9996000930223992,0.9991184671430389
experiment,parallel_sdoclust,blobs,50000,10,5,2.0,0.0,42,dask,16,0,3125,2000,5,0.04122614860534668,0.1626138687133789,0.20384001731872559,240,0.9996000930223992,0.9991184671430389
experiment,parallel_sdoclust,blobs,50000,10,5,2.0,0.0,42,dask,16,0,3125,2000,5,0.040643930435180664,0.1616983413696289,0.20234227180480957,240,0.9996000930223992,0.9991184671430389
experiment,parallel_sdoclust,blobs,50000,10,5,2.0,0.0,42,dask,16,0,3125,2000,5,0.04065346717834473,0.16098427772521973,0.20163774490356445,240,0.9996000930223992,0.9991184671430389
experiment,parallel_sdoclust,blobs,50000,10,5,2.0,0.0,42,dask,16,0,3125,2000,5,0.0408635139465332,0.16041970252990723,0.20128321647644043,240,0.9996000930223992,0.9991184671430389
experiment,parallel_sdoclust,blobs,50000,10,5,2.0,0.0,42,dask,16,0,3125,2000,5,0.04280853271484375,0.16437530517578125,0.207183837890625,240,0.9996000930223992,0.9991184671430389
experiment,parallel_sdoclust,blobs,50000,10,5,2.0,0.0,42,dask,16,0,3125,2000,5,0.04179024696350098,0.161637544631958,0.20342779159545898,240,0.9996000930223992,0.9991184671430389
baseline,sdoclust_full,blobs,50000,50,5,1.0,0.0,42,na,-1,-1,-1,2000,-1,1.4951961040496826,0.0,1.4951961040496826,-1,1.0,1.0
baseline,sdoclust_full,blobs,50000,50,5,1.0,0.0,42,na,-1,-1,-1,2000,-1,1.4963948726654053,0.0,1.4963948726654053,-1,1.0,1.0
baseline,sdoclust_full,blobs,50000,50,5,1.0,0.0,42,na,-1,-1,-1,2000,-1,1.5059409141540527,0.0,1.5059409141540527,-1,1.0,1.0
baseline,sdoclust_full,blobs,50000,50,5,1.0,0.0,42,na,-1,-1,-1,2000,-1,1.5141730308532715,0.0,1.5141730308532715,-1,1.0,1.0
baseline,sdoclust_full,blobs,50000,50,5,1.0,0.0,42,na,-1,-1,-1,2000,-1,1.5066072940826416,0.0,1.5066072940826416,-1,1.0,1.0
baseline,sdoclust_full,blobs,50000,50,5,1.0,0.0,42,na,-1,-1,-1,2000,-1,1.5193347930908203,0.0,1.5193347930908203,-1,1.0,1.0
baseline,sdoclust_full,blobs,50000,50,5,1.0,0.0,42,na,-1,-1,-1,2000,-1,1.5123600959777832,0.0,1.5123600959777832,-1,1.0,1.0
baseline,sdoclust_full,blobs,50000,50,5,1.0,0.0,42,na,-1,-1,-1,2000,-1,1.5048584938049316,0.0,1.5048584938049316,-1,1.0,1.0
baseline,kmeans_seq,blobs,50000,50,5,1.0,0.0,42,na,-1,-1,-1,2000,-1,0.06943535804748535,0.0,0.06943535804748535,-1,1.0,1.0
baseline,minibatch_seq,blobs,50000,50,5,1.0,0.0,42,na,-1,-1,-1,2000,-1,0.04968452453613281,0.0,0.04968452453613281,-1,1.0,1.0
