phase,method,dataset,N,d,centers,std,noise_frac,seed,backend,n_splits,splitA_pos,splitA_size,chunksize,knn_eff,fit_time,ext_time,total_time,n_obs,ari,ami,slurm_job_id,slurm_cpus_per_task,slurm_node_list,hostname
experiment,wrapper_sdoclust,noisy_blobs,50000,50,5,1.0,0.05,42,seq,2,0,26250,2000,5,0.7008516788482666,0.5727486610412598,1.2736003398895264,263,0.9356988896052908,0.9198671879003697,7,1,compute-dy-compute-resource-1-1,compute-dy-compute-resource-1-1
experiment,wrapper_sdoclust,noisy_blobs,50000,50,5,1.0,0.05,42,seq,4,0,13125,2000,5,0.32410216331481934,0.5418643951416016,0.8659665584564209,263,0.9356842995585521,0.9197282016270593,7,1,compute-dy-compute-resource-1-1,compute-dy-compute-resource-1-1
experiment,wrapper_sdoclust,noisy_blobs,50000,50,5,1.0,0.05,42,seq,8,0,6563,2000,5,0.1514418125152588,0.5352175235748291,0.6866593360900879,252,0.9357120138530343,0.9199744182034681,7,1,compute-dy-compute-resource-1-1,compute-dy-compute-resource-1-1
experiment,wrapper_sdoclust,noisy_blobs,50000,50,5,1.0,0.05,42,seq,16,0,3282,2000,5,0.07496905326843262,0.532015323638916,0.6069843769073486,248,0.9357042941622805,0.9199057087439448,7,1,compute-dy-compute-resource-1-1,compute-dy-compute-resource-1-1
experiment,wrapper_sdoclust,noisy_blobs,50000,50,5,1.0,0.05,42,joblib,2,0,26250,2000,5,0.688605546951294,0.5740787982940674,1.2626843452453613,263,0.9356988896052908,0.9198671879003697,7,1,compute-dy-compute-resource-1-1,compute-dy-compute-resource-1-1
experiment,wrapper_sdoclust,noisy_blobs,50000,50,5,1.0,0.05,42,joblib,4,0,13125,2000,5,0.33196473121643066,0.5719537734985352,0.9039185047149658,263,0.9356842995585521,0.9197282016270593,7,1,compute-dy-compute-resource-1-1,compute-dy-compute-resource-1-1
experiment,wrapper_sdoclust,noisy_blobs,50000,50,5,1.0,0.05,42,joblib,8,0,6563,2000,5,0.15058016777038574,0.5282821655273438,0.6788623332977295,252,0.9357120138530343,0.9199744182034681,7,1,compute-dy-compute-resource-1-1,compute-dy-compute-resource-1-1
experiment,wrapper_sdoclust,noisy_blobs,50000,50,5,1.0,0.05,42,joblib,16,0,3282,2000,5,0.07478618621826172,0.5284135341644287,0.6031997203826904,248,0.9357042941622805,0.9199057087439448,7,1,compute-dy-compute-resource-1-1,compute-dy-compute-resource-1-1
experiment,wrapper_sdoclust,noisy_blobs,50000,50,5,1.0,0.05,42,dask,2,0,26250,2000,5,0.6916873455047607,0.578449010848999,1.2701363563537598,263,0.9356988896052908,0.9198671879003697,7,1,compute-dy-compute-resource-1-1,compute-dy-compute-resource-1-1
experiment,wrapper_sdoclust,noisy_blobs,50000,50,5,1.0,0.05,42,dask,4,0,13125,2000,5,0.33079075813293457,0.5469694137573242,0.8777601718902588,263,0.9356842995585521,0.9197282016270593,7,1,compute-dy-compute-resource-1-1,compute-dy-compute-resource-1-1
experiment,wrapper_sdoclust,noisy_blobs,50000,50,5,1.0,0.05,42,dask,8,0,6563,2000,5,0.15022754669189453,0.5320539474487305,0.682281494140625,252,0.9357120138530343,0.9199744182034681,7,1,compute-dy-compute-resource-1-1,compute-dy-compute-resource-1-1
experiment,wrapper_sdoclust,noisy_blobs,50000,50,5,1.0,0.05,42,dask,16,0,3282,2000,5,0.07523512840270996,0.5348541736602783,0.6100893020629883,248,0.9357042941622805,0.9199057087439448,7,1,compute-dy-compute-resource-1-1,compute-dy-compute-resource-1-1
baseline,sdoclust_full,noisy_blobs,50000,50,5,2.0,0.05,42,na,-1,-1,-1,2000,-1,2.8023409843444824,0.0,2.8023409843444824,-1,0.9356916177421645,0.9197906277549193,7,1,compute-dy-compute-resource-1-1,compute-dy-compute-resource-1-1
baseline,kmeans_seq,noisy_blobs,50000,50,5,2.0,0.05,42,na,-1,-1,-1,2000,-1,0.11904144287109375,0.0,0.11904144287109375,-1,0.935688318968191,0.9197636932160034,7,1,compute-dy-compute-resource-1-1,compute-dy-compute-resource-1-1
baseline,minibatch_seq,noisy_blobs,50000,50,5,2.0,0.05,42,na,-1,-1,-1,2000,-1,0.03638744354248047,0.0,0.03638744354248047,-1,0.6616671977772102,0.7968936808823668,7,1,compute-dy-compute-resource-1-1,compute-dy-compute-resource-1-1
baseline,minibatch_joblib,noisy_blobs,50000,50,5,2.0,0.05,42,na,-1,-1,-1,2000,-1,0.1565244197845459,0.0,0.1565244197845459,-1,0.7800869003997472,0.8987001713774236,7,1,compute-dy-compute-resource-1-1,compute-dy-compute-resource-1-1
baseline,minibatch_dask,noisy_blobs,50000,50,5,2.0,0.05,42,na,-1,-1,-1,2000,-1,0.1756882667541504,0.0,0.1756882667541504,-1,0.7800869003997472,0.8987001713774236,7,1,compute-dy-compute-resource-1-1,compute-dy-compute-resource-1-1
experiment,wrapper_sdoclust,noisy_blobs,50000,50,5,2.0,0.05,42,seq,2,0,26250,2000,5,0.6962306499481201,0.576331377029419,1.272562026977539,264,0.9356929737657095,0.9198190280161554,7,1,compute-dy-compute-resource-1-1,compute-dy-compute-resource-1-1
experiment,wrapper_sdoclust,noisy_blobs,50000,50,5,2.0,0.05,42,seq,4,0,13125,2000,5,0.32739973068237305,0.544367790222168,0.871767520904541,262,0.9356723629403646,0.9196208664608903,7,1,compute-dy-compute-resource-1-1,compute-dy-compute-resource-1-1
experiment,wrapper_sdoclust,noisy_blobs,50000,50,5,2.0,0.05,42,seq,8,0,6563,2000,5,0.15697503089904785,0.5545549392700195,0.7115299701690674,257,0.9356929202064735,0.9198082042626008,7,1,compute-dy-compute-resource-1-1,compute-dy-compute-resource-1-1
experiment,wrapper_sdoclust,noisy_blobs,50000,50,5,2.0,0.05,42,seq,16,0,3282,2000,5,0.07629275321960449,0.5360379219055176,0.6123306751251221,240,0.9357068625316438,0.9199364005258501,7,1,compute-dy-compute-resource-1-1,compute-dy-compute-resource-1-1
experiment,wrapper_sdoclust,noisy_blobs,50000,50,5,2.0,0.05,42,joblib,2,0,26250,2000,5,0.6986823081970215,0.5763778686523438,1.2750601768493652,264,0.9356929737657095,0.9198190280161554,7,1,compute-dy-compute-resource-1-1,compute-dy-compute-resource-1-1
experiment,wrapper_sdoclust,noisy_blobs,50000,50,5,2.0,0.05,42,joblib,4,0,13125,2000,5,0.3339533805847168,0.5434417724609375,0.8773951530456543,262,0.9356723629403646,0.9196208664608903,7,1,compute-dy-compute-resource-1-1,compute-dy-compute-resource-1-1
experiment,wrapper_sdoclust,noisy_blobs,50000,50,5,2.0,0.05,42,joblib,8,0,6563,2000,5,0.14998102188110352,0.5552206039428711,0.7052016258239746,257,0.9356929202064735,0.9198082042626008,7,1,compute-dy-compute-resource-1-1,compute-dy-compute-resource-1-1
experiment,wrapper_sdoclust,noisy_blobs,50000,50,5,2.0,0.05,42,joblib,16,0,3282,2000,5,0.07500648498535156,0.5322856903076172,0.6072921752929688,240,0.9357068625316438,0.9199364005258501,7,1,compute-dy-compute-resource-1-1,compute-dy-compute-resource-1-1
experiment,wrapper_sdoclust,noisy_blobs,50000,50,5,2.0,0.05,42,dask,2,0,26250,2000,5,0.6834516525268555,0.5776104927062988,1.2610621452331543,264,0.9356929737657095,0.9198190280161554,7,1,compute-dy-compute-resource-1-1,compute-dy-compute-resource-1-1
experiment,wrapper_sdoclust,noisy_blobs,50000,50,5,2.0,0.05,42,dask,4,0,13125,2000,5,0.3307468891143799,0.5504088401794434,0.8811557292938232,262,0.9356723629403646,0.9196208664608903,7,1,compute-dy-compute-resource-1-1,compute-dy-compute-resource-1-1
experiment,wrapper_sdoclust,noisy_blobs,50000,50,5,2.0,0.05,42,dask,8,0,6563,2000,5,0.15113568305969238,0.5611798763275146,0.712315559387207,257,0.9356929202064735,0.9198082042626008,7,1,compute-dy-compute-resource-1-1,compute-dy-compute-resource-1-1
experiment,wrapper_sdoclust,noisy_blobs,50000,50,5,2.0,0.05,42,dask,16,0,3282,2000,5,0.07502436637878418,0.5411949157714844,0.6162192821502686,240,0.9357068625316438,0.9199364005258501,7,1,compute-dy-compute-resource-1-1,compute-dy-compute-resource-1-1
baseline,sdoclust_full,blobs,50000,10,5,1.0,0.0,42,na,-1,-1,-1,2000,-1,1.5330204963684082,0.0,1.5330204963684082,-1,1.0,1.0,8,1,compute-dy-compute-resource-1-1,compute-dy-compute-resource-1-1
baseline,kmeans_seq,blobs,50000,10,5,1.0,0.0,42,na,-1,-1,-1,2000,-1,0.14673471450805664,0.0,0.14673471450805664,-1,1.0,1.0,8,1,compute-dy-compute-resource-1-1,compute-dy-compute-resource-1-1
baseline,minibatch_seq,blobs,50000,10,5,1.0,0.0,42,na,-1,-1,-1,2000,-1,0.03430986404418945,0.0,0.03430986404418945,-1,1.0,1.0,8,1,compute-dy-compute-resource-1-1,compute-dy-compute-resource-1-1
baseline,minibatch_joblib,blobs,50000,10,5,1.0,0.0,42,na,-1,-1,-1,2000,-1,0.09531545639038086,0.0,0.09531545639038086,-1,0.7203868260100619,0.8655286660050125,8,1,compute-dy-compute-resource-1-1,compute-dy-compute-resource-1-1
baseline,minibatch_dask,blobs,50000,10,5,1.0,0.0,42,na,-1,-1,-1,2000,-1,0.12119841575622559,0.0,0.12119841575622559,-1,0.7203868260100619,0.8655286660050125,8,1,compute-dy-compute-resource-1-1,compute-dy-compute-resource-1-1
experiment,wrapper_sdoclust,blobs,50000,10,5,1.0,0.0,42,seq,2,0,25000,2000,5,0.43070411682128906,0.2840254306793213,0.7147295475006104,263,1.0,1.0,8,1,compute-dy-compute-resource-1-1,compute-dy-compute-resource-1-1
experiment,wrapper_sdoclust,blobs,50000,10,5,1.0,0.0,42,seq,4,0,12500,2000,5,0.20144915580749512,0.29057860374450684,0.49202775955200195,259,1.0,1.0,8,1,compute-dy-compute-resource-1-1,compute-dy-compute-resource-1-1
experiment,wrapper_sdoclust,blobs,50000,10,5,1.0,0.0,42,seq,8,0,6250,2000,5,0.1079568862915039,0.32755374908447266,0.43551063537597656,255,1.0,1.0,8,1,compute-dy-compute-resource-1-1,compute-dy-compute-resource-1-1
experiment,wrapper_sdoclust,blobs,50000,10,5,1.0,0.0,42,seq,16,0,3125,2000,5,0.05475330352783203,0.27285099029541016,0.3276042938232422,243,1.0,1.0,8,1,compute-dy-compute-resource-1-1,compute-dy-compute-resource-1-1
experiment,wrapper_sdoclust,blobs,50000,10,5,1.0,0.0,42,joblib,2,0,25000,2000,5,0.4105403423309326,0.29343509674072266,0.7039754390716553,263,1.0,1.0,8,1,compute-dy-compute-resource-1-1,compute-dy-compute-resource-1-1
experiment,wrapper_sdoclust,blobs,50000,10,5,1.0,0.0,42,joblib,4,0,12500,2000,5,0.19327473640441895,0.25402140617370605,0.447296142578125,259,1.0,1.0,8,1,compute-dy-compute-resource-1-1,compute-dy-compute-resource-1-1
experiment,wrapper_sdoclust,blobs,50000,10,5,1.0,0.0,42,joblib,8,0,6250,2000,5,0.09138059616088867,0.27498865127563477,0.36636924743652344,255,1.0,1.0,8,1,compute-dy-compute-resource-1-1,compute-dy-compute-resource-1-1
experiment,wrapper_sdoclust,blobs,50000,10,5,1.0,0.0,42,joblib,16,0,3125,2000,5,0.043734073638916016,0.2326350212097168,0.2763690948486328,243,1.0,1.0,8,1,compute-dy-compute-resource-1-1,compute-dy-compute-resource-1-1
experiment,wrapper_sdoclust,blobs,50000,10,5,1.0,0.0,42,dask,2,0,25000,2000,5,0.40994763374328613,0.29007697105407715,0.7000246047973633,263,1.0,1.0,8,1,compute-dy-compute-resource-1-1,compute-dy-compute-resource-1-1
experiment,wrapper_sdoclust,blobs,50000,10,5,1.0,0.0,42,dask,4,0,12500,2000,5,0.1947648525238037,0.26416659355163574,0.45893144607543945,259,1.0,1.0,8,1,compute-dy-compute-resource-1-1,compute-dy-compute-resource-1-1
experiment,wrapper_sdoclust,blobs,50000,10,5,1.0,0.0,42,dask,8,0,6250,2000,5,0.08702754974365234,0.2659311294555664,0.35295867919921875,255,1.0,1.0,8,1,compute-dy-compute-resource-1-1,compute-dy-compute-resource-1-1
experiment,wrapper_sdoclust,blobs,50000,10,5,1.0,0.0,42,dask,16,0,3125,2000,5,0.04366636276245117,0.23947644233703613,0.2831428050994873,243,1.0,1.0,8,1,compute-dy-compute-resource-1-1,compute-dy-compute-resource-1-1
baseline,sdoclust_full,blobs,50000,10,5,2.0,0.0,42,na,-1,-1,-1,2000,-1,1.2226266860961914,0.0,1.2226266860961914,-1,0.9999000020000001,0.9997462143632678,8,1,compute-dy-compute-resource-1-1,compute-dy-compute-resource-1-1
baseline,kmeans_seq,blobs,50000,10,5,2.0,0.0,42,na,-1,-1,-1,2000,-1,0.029545307159423828,0.0,0.029545307159423828,-1,0.9994502085694134,0.9988499459813086,8,1,compute-dy-compute-resource-1-1,compute-dy-compute-resource-1-1
baseline,minibatch_seq,blobs,50000,10,5,2.0,0.0,42,na,-1,-1,-1,2000,-1,0.03177833557128906,0.0,0.03177833557128906,-1,0.9994002120735889,0.9987230537800077,8,1,compute-dy-compute-resource-1-1,compute-dy-compute-resource-1-1
baseline,minibatch_joblib,blobs,50000,10,5,2.0,0.0,42,na,-1,-1,-1,2000,-1,0.08685421943664551,0.0,0.08685421943664551,-1,0.7195597487365154,0.8650592694724638,8,1,compute-dy-compute-resource-1-1,compute-dy-compute-resource-1-1
baseline,minibatch_dask,blobs,50000,10,5,2.0,0.0,42,na,-1,-1,-1,2000,-1,0.0964961051940918,0.0,0.0964961051940918,-1,0.7195597487365154,0.8650592694724638,8,1,compute-dy-compute-resource-1-1,compute-dy-compute-resource-1-1
experiment,wrapper_sdoclust,blobs,50000,10,5,2.0,0.0,42,seq,2,0,25000,2000,5,0.4105358123779297,0.27480077743530273,0.6853365898132324,262,0.999949998499875,0.999873106560158,8,1,compute-dy-compute-resource-1-1,compute-dy-compute-resource-1-1
experiment,wrapper_sdoclust,blobs,50000,10,5,2.0,0.0,42,seq,4,0,12500,2000,5,0.19405388832092285,0.262951135635376,0.45700502395629883,260,0.9998000090034004,0.9995333866827281,8,1,compute-dy-compute-resource-1-1,compute-dy-compute-resource-1-1
experiment,wrapper_sdoclust,blobs,50000,10,5,2.0,0.0,42,seq,8,0,6250,2000,5,0.08918333053588867,0.26258301734924316,0.35176634788513184,255,0.9998999969999001,0.9997462131201583,8,1,compute-dy-compute-resource-1-1,compute-dy-compute-resource-1-1
experiment,wrapper_sdoclust,blobs,50000,10,5,2.0,0.0,42,seq,16,0,3125,2000,5,0.044342041015625,0.25545573234558105,0.29979777336120605,240,0.9996000930223992,0.9991184671430389,8,1,compute-dy-compute-resource-1-1,compute-dy-compute-resource-1-1
experiment,wrapper_sdoclust,blobs,50000,10,5,2.0,0.0,42,joblib,2,0,25000,2000,5,0.413283109664917,0.274188756942749,0.687471866607666,262,0.999949998499875,0.999873106560158,8,1,compute-dy-compute-resource-1-1,compute-dy-compute-resource-1-1
experiment,wrapper_sdoclust,blobs,50000,10,5,2.0,0.0,42,joblib,4,0,12500,2000,5,0.19371438026428223,0.2653040885925293,0.4590184688568115,260,0.9998000090034004,0.9995333866827281,8,1,compute-dy-compute-resource-1-1,compute-dy-compute-resource-1-1
experiment,wrapper_sdoclust,blobs,50000,10,5,2.0,0.0,42,joblib,8,0,6250,2000,5,0.0889444351196289,0.2633781433105469,0.3523225784301758,255,0.9998999969999001,0.9997462131201583,8,1,compute-dy-compute-resource-1-1,compute-dy-compute-resource-1-1
